guid,localTime,created,updated,status,attachedUser,path,apiTarget,actionTarget,success,resultDescription
1d0d5583-c8c6-48c0-8c24-cff1106bfa98,2021-03-05 10-16-10,637505361706004166,637505361706004166,dev,aef14f62-9eb8-4c02-b642-e5faafe30f95,dev,api_addnewapplication_aspx,AWS add item,true,default
3757de0b-2817-4d4a-a77a-4d3eb2fb8bc5,2021-03-05 13-08-22,637505465027045399,637505465027045399,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465026770011","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"4c679a8f-e72a-41a8-80de-e3d940a5b5fd","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
683d9f84-9cb2-459f-9995-bc6cf07cfe32,2021-03-05 13-09-14,637505465541634539,637505465541634539,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token expired,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505455636150852","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
a43cbdd5-833d-4363-b531-8fbe77f34dd6,2021-03-05 13-09-18,637505465581060973,637505465581060973,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, license activated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"6fa4ee87-ad4b-4b4a-bd5b-ef2408192b20","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
b7931993-e0d1-4465-983b-14bfe02e75a8,2021-03-05 13-09-59,637505465991598648,637505465991598648,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, add new key register,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505465991352253","updated":"637505465991352253","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
06a3dccd-7aff-4b4c-a366-42e8b53d8b77,2021-03-05 13-10-47,637505466470040536,637505466470040536,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token expired,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465026770011","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
43cd0bd5-564c-46b7-8c61-fa40eec0ec8d,2021-03-05 13-12-21,637505467417333438,637505467417333438,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token expired,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
2efb7ca8-81b4-4012-9885-838c0554a011,2021-03-05 13-21-32,637505472927425053,637505472927425053,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"6fa4ee87-ad4b-4b4a-bd5b-ef2408192b20","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
712eb88b-18d7-4e8f-96a5-72baa2578e1c,2021-03-05 13-22-44,637505473645912977,637505473645912977,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"6fa4ee87-ad4b-4b4a-bd5b-ef2408192b20","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
197b271e-fafc-4b62-8736-5fb5717edb85,2021-03-05 13-23-00,637505473802995525,637505473802995525,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, key not find,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
87235ad9-2ac9-4ac8-b117-326813b39d03,2021-03-05 13-28-04,637505476849154270,637505476849154270,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, appKey not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
712aa2d7-15d9-41d5-936c-8ee88b032697,2021-03-05 13-28-52,637505477327781552,637505477327781552,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, key not find,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
a26f2856-ef94-4a40-a6d9-e9c258f43459,2021-03-05 13-30-08,637505478083820368,637505478083820368,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, incorrect application,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"default","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
49f053c2-770d-4f36-b190-1536c008dcde,2021-03-05 13-30-53,637505478538790720,637505478538790720,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, appKey not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505465580820096","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
c1135405-7ab1-4639-a918-89705c7a92ba,2021-03-05 13-31-46,637505479063636145,637505479063636145,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505465991352253","updated":"637505479063386630","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"162f9ce5-11d9-4ce9-bbce-41125d827f24","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
4a20bd6f-63f6-4d84-9a55-748a7f66c27c,2021-03-05 13-32-11,637505479312890573,637505479312890573,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505465991352253","updated":"637505479312589948","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"b03e6675-1de9-480f-a51c-630a6bcc57a4","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
2fe16c2f-539a-4742-ae9f-ddfac5e59a36,2021-03-05 13-32-57,637505479779455598,637505479779455598,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, appKey not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505465991352253","updated":"637505479312589948","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"b03e6675-1de9-480f-a51c-630a6bcc57a4","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
efeec5f0-e3ec-4aa0-b54a-bf845e4bdfe5,2021-03-05 13-33-03,637505479830025665,637505479830025665,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, license activated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505465991352253","updated":"637505479829781221","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"d7f9d151-d59b-4dd4-86eb-523c8c1a439e","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
ed7a8a17-82fb-498a-b569-86c57e4e8ac3,2021-03-05 13-33-13,637505479934523113,637505479934523113,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, add new key register,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505479934267916","updated":"637505479934267916","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
f3bfe56f-6ff5-4dfa-9fb5-a6167ca48401,2021-03-05 13-35-10,637505481109468996,637505481109468996,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, appKey not match,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505479934267916","updated":"637505479934267916","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
8f67acdc-a8ff-44d4-94ff-8fe2efabfbf5,2021-03-05 13-35-23,637505481234311026,637505481234311026,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, license activated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505479934267916","updated":"637505481234081954","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"8c10eb20-098b-4f52-8f18-4fdf9f22ed8e","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
88e5b7e0-71aa-4017-8dc1-baaf10e4498a,2021-03-05 13-36-25,637505481852938372,637505481852938372,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, add new key register,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505481852703474","updated":"637505481852703474","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
